1,0.7,0.3,0.69537,0.30025,0.2,0.9,25
1,0.69537,0.30025,0.69114,0.30223,0.2,0.9,23
1,0.69114,0.30223,0.68744,0.30434,0.2,0.9,23
1,0.68744,0.30434,0.68361,0.30544,0.2,0.9,23
1,0.68361,0.30544,0.67909,0.30675,0.2,0.9,23
1,0.67909,0.30675,0.67524,0.30836,0.2,0.9,23
1,0.67524,0.30836,0.67085,0.30939,0.2,0.9,23
1,0.67085,0.30939,0.66669,0.31083,0.2,0.9,23
1,0.66669,0.31083,0.66279,0.31225,0.2,0.9,23
1,0.66279,0.31225,0.66279,0.31225,0.2,0.9,23
1,0.66279,0.31225,0.66669,0.3093,0.2,0.9,3
1,0.66669,0.3093,0.66253,0.31055,0.2,0.9,23
1,0.66253,0.31055,0.6586,0.31183,0.2,0.9,23
1,0.6586,0.31183,0.65464,0.31312,0.2,0.9,23
1,0.65464,0.31312,0.65075,0.31431,0.2,0.9,23
1,0.65075,0.31431,0.64695,0.31545,0.2,0.9,23
1,0.64695,0.31545,0.64329,0.31655,0.2,0.9,23
1,0.64329,0.31655,0.63971,0.31757,0.2,0.9,23
1,0.63971,0.31757,0.63537,0.3175,0.2,0.9,21
1,0.63537,0.3175,0.63045,0.31839,0.2,0.9,21
1,0.63045,0.31839,0.6259,0.31831,0.2,0.9,21
1,0.6259,0.31831,0.62099,0.319,0.2,0.9,21
1,0.62099,0.319,0.61719,0.31949,0.2,0.9,21
1,0.61719,0.31949,0.613,0.32071,0.2,0.9,21
1,0.613,0.32071,0.60857,0.32139,0.2,0.9,21
1,0.60857,0.32139,0.60339,0.32121,0.2,0.9,19
1,0.60339,0.32121,0.59906,0.32148,0.2,0.9,19
1,0.59906,0.32148,0.59472,0.32116,0.2,0.9,19
1,0.59472,0.32116,0.59021,0.32157,0.2,0.9,19
1,0.59021,0.32157,0.58569,0.32086,0.2,0.9,19
1,0.58569,0.32086,0.58208,0.32164,0.2,0.9,19
1,0.58208,0.32164,0.5785,0.32151,0.2,0.9,19
1,0.5785,0.32151,0.57474,0.32182,0.2,0.9,19
1,0.57474,0.32182,0.57123,0.32305,0.2,0.9,19
1,0.57123,0.32305,0.56758,0.32381,0.2,0.9,19
1,0.56758,0.32381,0.5639,0.32513,0.2,0.9,19
1,0.5639,0.32513,0.56091,0.32686,0.2,0.9,19
1,0.56091,0.32686,0.55748,0.32883,0.2,0.9,19
1,0.55748,0.32883,0.55477,0.33005,0.2,0.9,19
1,0.55477,0.33005,0.55146,0.33185,0.2,0.9,19
1,0.55146,0.33185,0.54876,0.33282,0.2,0.9,19
1,0.54876,0.33282,0.54845,0.33606,0.2,0.9,57
1,0.54845,0.33606,0.54806,0.33933,0.2,0.9,57
1,0.54806,0.33933,0.54774,0.34261,0.2,0.9,57
1,0.54774,0.34261,0.5475,0.34591,0.2,0.9,57
1,0.5475,0.34591,0.54693,0.34921,0.2,0.9,57
1,0.54693,0.34921,0.54693,0.34921,0.2,0.9,57
1,0.54693,0.34921,0.54853,0.34469,0.2,0.9,37
1,0.54853,0.34469,0.54799,0.34796,0.2,0.9,57
1,0.54799,0.34796,0.54741,0.35123,0.2,0.9,57
1,0.54741,0.35123,0.54681,0.35446,0.2,0.9,57
1,0.54681,0.35446,0.5462,0.35765,0.2,0.9,57
1,0.5462,0.35765,0.54559,0.36074,0.2,0.9,57
1,0.54559,0.36074,0.545,0.3637,0.2,0.9,57
1,0.545,0.3637,0.54403,0.36622,0.2,0.9,57
1,0.54403,0.36622,0.54376,0.36876,0.2,0.9,57
1,0.54376,0.36876,0.54155,0.3698,0.2,0.9,52
1,0.54155,0.3698,0.53935,0.37234,0.2,0.9,52
1,0.53935,0.37234,0.53769,0.37495,0.2,0.9,52
1,0.53769,0.37495,0.53551,0.37748,0.2,0.9,52
1,0.53551,0.37748,0.53327,0.37997,0.2,0.9,52
1,0.53327,0.37997,0.53094,0.38182,0.2,0.9,52
1,0.53094,0.38182,0.52846,0.38376,0.2,0.9,52
1,0.52846,0.38376,0.52787,0.38586,0.2,0.9,52
1,0.52787,0.38586,0.52698,0.38828,0.2,0.9,52
1,0.52698,0.38828,0.52542,0.39117,0.2,0.9,50
1,0.52542,0.39117,0.52368,0.39331,0.2,0.9,50
1,0.52368,0.39331,0.52193,0.39815,0.2,0.9,50
1,0.52193,0.39815,0.51993,0.40292,0.2,0.9,50
1,0.51993,0.40292,0.5177,0.40637,0.2,0.9,50
1,0.5177,0.40637,0.51583,0.4157,0.2,0.9,49
1,0.51583,0.4157,0.51035,0.42011,0.2,0.9,49
1,0.51035,0.42011,0.50897,0.42677,0.2,0.9,49
1,0.50897,0.42677,0.50756,0.43558,0.2,0.9,49
1,0.50756,0.43558,0.51005,0.44173,0.2,0.9,49
1,0.51005,0.44173,0.51221,0.45011,0.2,0.9,49
1,0.51221,0.45011,0.51221,0.45011,0.2,0.9,48
1,0.51221,0.45011,0.51327,0.45049,0.2,0.9,70
1,0.51327,0.45049,0.5118,0.45768,0.2,0.9,48
1,0.5118,0.45768,0.51762,0.47043,0.2,0.9,51
1,0.51762,0.47043,0.51762,0.47043,0.2,0.9,47
1,0.51762,0.47043,0.5174,0.46954,0.2,0.9,22
1,0.5174,0.46954,0.52064,0.48073,0.2,0.9,51
1,0.52064,0.48073,0.51712,0.48596,0.2,0.9,47
1,0.51712,0.48596,0.50427,0.48974,0.2,0.9,47
1,0.50427,0.48974,0.50427,0.48974,0.2,0.9,46
1,0.50427,0.48974,0.5033,0.4887,0.2,0.9,11
1,0.5033,0.4887,0.49803,0.49172,0.2,0.9,46
1,0.49803,0.49172,0.49477,0.49442,0.2,0.9,61
1,0.49477,0.49442,0.49273,0.5019,0.2,0.9,58
1,0.49273,0.5019,0.48647,0.50779,0.2,0.9,58
1,0.48647,0.50779,0.48357,0.51209,0.2,0.9,58
1,0.48357,0.51209,0.47934,0.51854,0.2,0.9,55
1,0.47934,0.51854,0.48134,0.52403,0.2,0.9,55
1,0.48134,0.52403,0.47599,0.53084,0.2,0.9,58
1,0.47599,0.53084,0.47163,0.5345,0.2,0.9,21
1,0.47163,0.5345,0.4684,0.53965,0.2,0.9,65
1,0.4684,0.53965,0.46643,0.54145,0.2,0.9,59
1,0.46643,0.54145,0.4634,0.54505,0.2,0.9,59
